----------------------------------------------------------------------
Process log
Log file created at : Sun Nov 17 17:48:28 2024
----------------------------------------------------------------------
{'name': 'kernel_task', 'pid': 0, 'username': 'root'} 
{'name': 'localizationswitcherd', 'pid': 522, 'username': 'geetahade'} 
{'name': 'heard', 'pid': 523, 'username': 'geetahade'} 
{'name': 'fontworker', 'pid': 524, 'username': 'geetahade'} 
{'name': 'intelligentroutingd', 'pid': 525, 'username': 'geetahade'} 
{'name': 'wallpaperexportd', 'pid': 526, 'username': 'root'} 
{'name': 'extensionkitservice', 'pid': 528, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 529, 'username': 'geetahade'} 
{'name': 'nearbyd', 'pid': 530, 'username': '_nearbyd'} 
{'name': 'mobiletimerd', 'pid': 531, 'username': 'geetahade'} 
{'name': 'adid', 'pid': 532, 'username': '_fpsd'} 
{'name': 'AudioComponentRegistrar', 'pid': 533, 'username': 'geetahade'} 
{'name': 'com.apple.FaceTime.FTConversationService', 'pid': 534, 'username': 'geetahade'} 
{'name': 'imagent', 'pid': 535, 'username': 'geetahade'} 
{'name': 'ContextService', 'pid': 536, 'username': 'geetahade'} 
{'name': 'CalendarWidgetExtension', 'pid': 537, 'username': 'geetahade'} 
{'name': 'Spotlight', 'pid': 538, 'username': 'geetahade'} 
{'name': 'com.apple.quicklook.ThumbnailsAgent', 'pid': 539, 'username': 'geetahade'} 
{'name': 'cdpd', 'pid': 540, 'username': 'geetahade'} 
{'name': 'CarbonComponentScannerXPC', 'pid': 541, 'username': 'geetahade'} 
{'name': 'oahd', 'pid': 542, 'username': '_oahd'} 
{'name': 'corespotlightd', 'pid': 543, 'username': 'geetahade'} 
{'name': 'CursorUIViewService', 'pid': 544, 'username': 'geetahade'} 
{'name': 'iCloudNotificationAgent', 'pid': 545, 'username': 'geetahade'} 
{'name': 'pbs', 'pid': 546, 'username': 'geetahade'} 
{'name': 'parsecd', 'pid': 547, 'username': 'geetahade'} 
{'name': 'AppSSOAgent', 'pid': 548, 'username': 'geetahade'} 
{'name': 'homed', 'pid': 549, 'username': 'geetahade'} 
{'name': 'WallpaperVideoExtension', 'pid': 550, 'username': 'geetahade'} 
{'name': 'WeatherWidget', 'pid': 551, 'username': 'geetahade'} 
{'name': 'com.apple.geod', 'pid': 552, 'username': 'geetahade'} 
{'name': 'AppSSODaemon', 'pid': 553, 'username': 'root'} 
{'name': 'gamepolicyd', 'pid': 554, 'username': 'root'} 
{'name': 'chrome_crashpad_handler', 'pid': 556, 'username': 'geetahade'} 
{'name': 'contactsd', 'pid': 557, 'username': 'geetahade'} 
{'name': 'IMDPersistenceAgent', 'pid': 558, 'username': 'geetahade'} 
{'name': 'useractivityd', 'pid': 559, 'username': 'geetahade'} 
{'name': 'com.apple.dock.extra', 'pid': 560, 'username': 'geetahade'} 
{'name': 'PAH_Extension', 'pid': 561, 'username': 'geetahade'} 
{'name': 'ScreenTimeWidgetExtension', 'pid': 562, 'username': 'geetahade'} 
{'name': 'StocksWidget', 'pid': 564, 'username': 'geetahade'} 
{'name': 'ScreenTimeAgent', 'pid': 566, 'username': 'geetahade'} 
{'name': 'mediaremoteagent', 'pid': 567, 'username': 'geetahade'} 
{'name': 'WorldClockWidget', 'pid': 568, 'username': 'geetahade'} 
{'name': 'avconferenced', 'pid': 569, 'username': 'geetahade'} 
{'name': 'followupd', 'pid': 570, 'username': 'geetahade'} 
{'name': 'CallHistoryPluginHelper', 'pid': 571, 'username': 'geetahade'} 
{'name': 'ManagedSettingsAgent', 'pid': 572, 'username': 'geetahade'} 
{'name': 'neagent', 'pid': 573, 'username': 'geetahade'} 
{'name': 'WiFiVelocityAgent', 'pid': 574, 'username': 'geetahade'} 
{'name': 'Google Chrome Helper (GPU)', 'pid': 575, 'username': 'geetahade'} 
{'name': 'Google Chrome Helper', 'pid': 576, 'username': 'geetahade'} 
{'name': 'fmfd', 'pid': 577, 'username': 'geetahade'} 
{'name': 'VTDecoderXPCService', 'pid': 578, 'username': 'geetahade'} 
{'name': 'commerce', 'pid': 579, 'username': 'geetahade'} 
{'name': 'UIKitSystem', 'pid': 580, 'username': 'geetahade'} 
{'name': 'findmylocateagent', 'pid': 583, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 584, 'username': 'geetahade'} 
{'name': 'com.apple.CloudDocs.iCloudDriveFileProvider', 'pid': 585, 'username': 'geetahade'} 
{'name': 'ContainerMetadataExtractor', 'pid': 586, 'username': 'geetahade'} 
{'name': 'triald', 'pid': 587, 'username': 'geetahade'} 
{'name': 'itunescloudd', 'pid': 590, 'username': 'geetahade'} 
{'name': 'amsaccountsd', 'pid': 591, 'username': 'geetahade'} 
{'name': 'amsengagementd', 'pid': 592, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 593, 'username': 'geetahade'} 
{'name': 'assistantd', 'pid': 594, 'username': 'geetahade'} 
{'name': 'ScopedBookmarkAgent', 'pid': 595, 'username': 'geetahade'} 
{'name': 'swcd', 'pid': 596, 'username': 'geetahade'} 
{'name': 'assistant_cdmd', 'pid': 598, 'username': 'geetahade'} 
{'name': 'sirittsd', 'pid': 600, 'username': 'geetahade'} 
{'name': 'siriknowledged', 'pid': 601, 'username': 'geetahade'} 
{'name': 'corespeechd', 'pid': 602, 'username': 'geetahade'} 
{'name': 'BiomeAgent', 'pid': 604, 'username': 'geetahade'} 
{'name': 'diagnosticextensionsd', 'pid': 605, 'username': 'geetahade'} 
{'name': 'UsageTrackingAgent', 'pid': 606, 'username': 'geetahade'} 
{'name': 'maild', 'pid': 607, 'username': 'geetahade'} 
{'name': 'ndoagent', 'pid': 608, 'username': 'geetahade'} 
{'name': 'financed', 'pid': 609, 'username': 'geetahade'} 
{'name': 'CMFSyncAgent', 'pid': 610, 'username': 'geetahade'} 
{'name': 'Google Chrome Helper', 'pid': 611, 'username': 'geetahade'} 
{'name': 'SSMenuAgent', 'pid': 612, 'username': 'geetahade'} 
{'name': 'osanalyticshelpe', 'pid': 613, 'username': 'root'} 
{'name': 'photolibraryd', 'pid': 614, 'username': 'geetahade'} 
{'name': 'mdwrite', 'pid': 615, 'username': 'geetahade'} 
{'name': 'axassetsd', 'pid': 618, 'username': 'geetahade'} 
{'name': 'Siri', 'pid': 622, 'username': 'geetahade'} 
{'name': 'icdd', 'pid': 623, 'username': 'geetahade'} 
{'name': 'askpermissiond', 'pid': 624, 'username': 'geetahade'} 
{'name': 'AirPlayUIAgent', 'pid': 626, 'username': 'geetahade'} 
{'name': 'audioaccessoryd', 'pid': 627, 'username': 'geetahade'} 
{'name': 'diagnostics_agent', 'pid': 628, 'username': 'geetahade'} 
{'name': 'TextInputMenuAgent', 'pid': 629, 'username': 'geetahade'} 
{'name': 'remindd', 'pid': 630, 'username': 'geetahade'} 
{'name': 'ctkahp', 'pid': 633, 'username': 'geetahade'} 
{'name': 'SafariLaunchAgent', 'pid': 634, 'username': 'geetahade'} 
{'name': 'fairplayd', 'pid': 635, 'username': '_fpsd'} 
{'name': 'TextInputSwitcher', 'pid': 636, 'username': 'geetahade'} 
{'name': 'mobileactivation', 'pid': 637, 'username': 'root'} 
{'name': 'deleted_helper', 'pid': 638, 'username': 'root'} 
{'name': 'aneuserd', 'pid': 640, 'username': '_neuralengine'} 
{'name': 'geodMachServiceBridge', 'pid': 641, 'username': 'geetahade'} 
{'name': 'installd', 'pid': 642, 'username': 'root'} 
{'name': 'aned', 'pid': 643, 'username': 'root'} 
{'name': 'storedownloadd', 'pid': 644, 'username': 'geetahade'} 
{'name': 'appstoreagent', 'pid': 645, 'username': 'geetahade'} 
{'name': 'system_installd', 'pid': 646, 'username': 'root'} 
{'name': 'cloudd', 'pid': 647, 'username': 'root'} 
{'name': 'coresymbolicatio', 'pid': 648, 'username': 'root'} 
{'name': 'spindump', 'pid': 650, 'username': 'root'} 
{'name': 'installcoordinat', 'pid': 652, 'username': '_installcoordinationd'} 
{'name': 'spindump_agent', 'pid': 653, 'username': 'geetahade'} 
{'name': 'SubmitDiagInfo', 'pid': 654, 'username': 'root'} 
{'name': 'com.apple.AppSto', 'pid': 656, 'username': 'root'} 
{'name': 'mapssyncd', 'pid': 659, 'username': 'geetahade'} 
{'name': 'Keychain Circle Notification', 'pid': 660, 'username': 'geetahade'} 
{'name': 'ProtectedCloudKeySyncing', 'pid': 662, 'username': 'geetahade'} 
{'name': 'progressd', 'pid': 664, 'username': 'geetahade'} 
{'name': 'com.apple.hiserv', 'pid': 665, 'username': 'root'} 
{'name': 'nfcd', 'pid': 666, 'username': '_applepay'} 
{'name': 'distnoted', 'pid': 667, 'username': '_gamecontrollerd'} 
{'name': 'gamecontrolleragentd', 'pid': 668, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 669, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 670, 'username': 'geetahade'} 
{'name': 'contentlinkingd', 'pid': 678, 'username': 'geetahade'} 
{'name': 'promotedcontentd', 'pid': 680, 'username': 'geetahade'} 
{'name': 'lockdownmoded', 'pid': 682, 'username': 'geetahade'} 
{'name': 'distnoted', 'pid': 683, 'username': '_applepay'} 
{'name': 'wifivelocityd', 'pid': 689, 'username': 'root'} 
{'name': 'com.apple.siri-distributed-evaluation', 'pid': 695, 'username': 'geetahade'} 
{'name': 'mlruntimed', 'pid': 696, 'username': 'geetahade'} 
{'name': 'biomesyncd', 'pid': 698, 'username': 'geetahade'} 
{'name': 'bluetoothd', 'pid': 699, 'username': 'root'} 
{'name': 'ReportCrash', 'pid': 700, 'username': 'root'} 
{'name': 'bluetoothuserd', 'pid': 701, 'username': 'geetahade'} 
{'name': 'ReportCrash', 'pid': 706, 'username': 'geetahade'} 
{'name': 'adprivacyd', 'pid': 707, 'username': 'geetahade'} 
{'name': 'mscamerad-xpc', 'pid': 708, 'username': 'geetahade'} 
{'name': 'ptpcamerad', 'pid': 709, 'username': 'geetahade'} 
{'name': 'AssetCacheLocatorService', 'pid': 713, 'username': 'geetahade'} 
{'name': 'photoanalysisd', 'pid': 717, 'username': 'geetahade'} 
{'name': 'IntelligencePlatformComputeService', 'pid': 719, 'username': 'geetahade'} 
{'name': 'seserviced', 'pid': 721, 'username': 'geetahade'} 
{'name': 'cloudphotod', 'pid': 725, 'username': 'geetahade'} 
{'name': 'XProtectPluginService', 'pid': 726, 'username': 'geetahade'} 
{'name': 'SoftwareUpdateNotificationManager', 'pid': 727, 'username': 'geetahade'} 
{'name': 'triald_system', 'pid': 729, 'username': 'root'} 
{'name': 'weatherd', 'pid': 730, 'username': 'geetahade'} 
{'name': 'SetStoreUpdateService', 'pid': 731, 'username': 'geetahade'} 
{'name': 'com.apple.audio.ComponentTagHelper', 'pid': 732, 'username': 'geetahade'} 
{'name': 'CrashReporterSup', 'pid': 733, 'username': 'root'} 
{'name': 'WardaSynthesizer_arm64', 'pid': 734, 'username': 'geetahade'} 
{'name': 'KonaSynthesizer', 'pid': 735, 'username': 'geetahade'} 
{'name': 'installerauthagent', 'pid': 736, 'username': 'geetahade'} 
{'name': 'SiriAUSP', 'pid': 737, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 738, 'username': 'geetahade'} 
{'name': 'NRDUpdated', 'pid': 739, 'username': '_softwareupdate'} 
{'name': 'MauiAUSP', 'pid': 740, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 741, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 742, 'username': 'geetahade'} 
{'name': 'MacinTalkAUSP', 'pid': 743, 'username': 'geetahade'} 
{'name': 'WardaSynthesizer_x86_64', 'pid': 744, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 745, 'username': 'geetahade'} 
{'name': 'voicebankingd', 'pid': 746, 'username': 'geetahade'} 
{'name': 'com.apple.NRD.Up', 'pid': 747, 'username': 'root'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 748, 'username': 'geetahade'} 
{'name': 'com.apple.SiriTTSService.TrialProxy', 'pid': 749, 'username': 'geetahade'} 
{'name': 'com.apple.SiriTTSService.TrialProxy', 'pid': 750, 'username': 'geetahade'} 
{'name': 'assistant_service', 'pid': 751, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 752, 'username': 'geetahade'} 
{'name': 'com.apple.SiriTTSService.TrialProxy', 'pid': 753, 'username': 'geetahade'} 
{'name': 'nsattributedstri', 'pid': 754, 'username': '_softwareupdate'} 
{'name': 'com.apple.hiserv', 'pid': 755, 'username': '_softwareupdate'} 
{'name': 'cfprefsd', 'pid': 756, 'username': '_softwareupdate'} 
{'name': 'com.apple.access', 'pid': 758, 'username': '_softwareupdate'} 
{'name': 'nsattributedstringagent', 'pid': 760, 'username': 'geetahade'} 
{'name': 'com.apple.accessibility.mediaaccessibilityd', 'pid': 762, 'username': 'geetahade'} 
{'name': 'IOUserBluetoothS', 'pid': 766, 'username': '_driverkit'} 
{'name': 'IOUserBluetoothS', 'pid': 767, 'username': '_driverkit'} 
{'name': 'IOUserBluetoothS', 'pid': 768, 'username': '_driverkit'} 
{'name': 'AssetCacheTether', 'pid': 779, 'username': 'root'} 
{'name': 'linkd', 'pid': 780, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 781, 'username': 'geetahade'} 
{'name': 'MailShortcutsExtension', 'pid': 782, 'username': 'geetahade'} 
{'name': 'SafariLinkExtension', 'pid': 783, 'username': 'geetahade'} 
{'name': 'CalendarFocusConfigurationExtension', 'pid': 784, 'username': 'geetahade'} 
{'name': 'MessagesActionExtension', 'pid': 785, 'username': 'geetahade'} 
{'name': 'QuickLookSatellite', 'pid': 786, 'username': 'geetahade'} 
{'name': 'com.apple.audio.', 'pid': 787, 'username': 'root'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 788, 'username': 'geetahade'} 
{'name': 'audiomxd', 'pid': 789, 'username': '_audiomxd'} 
{'name': 'XprotectService', 'pid': 792, 'username': 'geetahade'} 
{'name': 'storekitagent', 'pid': 794, 'username': 'geetahade'} 
{'name': 'AppleSpell', 'pid': 796, 'username': 'geetahade'} 
{'name': 'colorsync.useragent', 'pid': 797, 'username': 'geetahade'} 
{'name': 'keyboardservicesd', 'pid': 798, 'username': 'geetahade'} 
{'name': 'com.apple.ColorSyncXPCAgent', 'pid': 799, 'username': 'geetahade'} 
{'name': 'naturallanguaged', 'pid': 813, 'username': 'geetahade'} 
{'name': 'mdworker', 'pid': 824, 'username': 'geetahade'} 
{'name': 'remotemanagement', 'pid': 829, 'username': '_rmd'} 
{'name': 'online-auth-agen', 'pid': 831, 'username': 'root'} 
{'name': 'devicecheckd', 'pid': 833, 'username': 'geetahade'} 
{'name': 'distnoted', 'pid': 836, 'username': '_rmd'} 
{'name': 'SecuritySubscrib', 'pid': 837, 'username': '_rmd'} 
{'name': 'InteractiveLegac', 'pid': 839, 'username': '_rmd'} 
{'name': 'ScreenSharingSub', 'pid': 846, 'username': '_rmd'} 
{'name': 'storeaccountd', 'pid': 847, 'username': 'geetahade'} 
{'name': 'LegacyProfilesSu', 'pid': 854, 'username': '_rmd'} 
{'name': 'PasscodeSettings', 'pid': 857, 'username': '_rmd'} 
{'name': 'AccountSubscribe', 'pid': 858, 'username': '_rmd'} 
{'name': 'SoftwareUpdateSu', 'pid': 859, 'username': '_rmd'} 
{'name': 'ManagementTestSu', 'pid': 860, 'username': '_rmd'} 
{'name': 'ManagedConfigura', 'pid': 861, 'username': '_rmd'} 
{'name': 'ASConfigurationS', 'pid': 862, 'username': '_rmd'} 
{'name': 'SiriNCService', 'pid': 868, 'username': 'geetahade'} 
{'name': 'SafariBookmarksSyncAgent', 'pid': 873, 'username': 'geetahade'} 
{'name': 'dataaccessd', 'pid': 874, 'username': 'geetahade'} 
{'name': 'peopled', 'pid': 875, 'username': 'geetahade'} 
{'name': 'proactived', 'pid': 876, 'username': 'geetahade'} 
{'name': 'tzd', 'pid': 880, 'username': 'root'} 
{'name': 'fairplaydeviceid', 'pid': 881, 'username': '_fpsd'} 
{'name': 'powerdatad', 'pid': 883, 'username': 'root'} 
{'name': 'mlhostd', 'pid': 916, 'username': 'geetahade'} 
{'name': 'liquiddetectiond', 'pid': 917, 'username': 'root'} 
{'name': 'ASPCarryLog', 'pid': 918, 'username': 'root'} 
{'name': 'betaenrollmentd', 'pid': 964, 'username': 'geetahade'} 
{'name': 'fbahelperd', 'pid': 966, 'username': 'root'} 
{'name': 'VTEncoderXPCService', 'pid': 967, 'username': 'geetahade'} 
{'name': 'AuthenticationServicesAgent', 'pid': 968, 'username': 'geetahade'} 
{'name': 'PasswordBreachAgent', 'pid': 970, 'username': 'geetahade'} 
{'name': 'keychainsharingmessagingd', 'pid': 972, 'username': 'geetahade'} 
{'name': 'EscrowSecurityAlert', 'pid': 973, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1004, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1005, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1010, 'username': 'geetahade'} 
{'name': 'Electron', 'pid': 1011, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1012, 'username': 'geetahade'} 
{'name': 'chrome_crashpad_handler', 'pid': 1014, 'username': 'geetahade'} 
{'name': 'Code Helper (GPU)', 'pid': 1015, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1016, 'username': 'geetahade'} 
{'name': 'MTLAssetUpgraderD', 'pid': 1017, 'username': 'geetahade'} 
{'name': 'CVMServer', 'pid': 1018, 'username': 'root'} 
{'name': 'Code Helper', 'pid': 1042, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1056, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1139, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1140, 'username': 'geetahade'} 
{'name': 'homeenergyd', 'pid': 1145, 'username': 'geetahade'} 
{'name': 'PerfPowerTelemet', 'pid': 1150, 'username': 'root'} 
{'name': 'printtool', 'pid': 1276, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1400, 'username': 'geetahade'} 
{'name': 'CGPDFService', 'pid': 1401, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1402, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1403, 'username': 'geetahade'} 
{'name': 'ShareSheetUI', 'pid': 1412, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1413, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1414, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1415, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1448, 'username': 'geetahade'} 
{'name': 'com.apple.SafariServices', 'pid': 1451, 'username': 'geetahade'} 
{'name': 'com.apple.Safari.SafeBrowsing.Service', 'pid': 1454, 'username': 'geetahade'} 
{'name': 'webprivacyd', 'pid': 1455, 'username': 'geetahade'} 
{'name': 'Google Chrome Helper', 'pid': 1545, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 1546, 'username': 'geetahade'} 
{'name': 'coreautha', 'pid': 1613, 'username': 'geetahade'} 
{'name': 'ciphermld', 'pid': 1615, 'username': 'geetahade'} 
{'name': 'XProtect', 'pid': 1616, 'username': 'root'} 
{'name': 'metrickitd', 'pid': 1618, 'username': 'geetahade'} 
{'name': 'IMAutomaticHistoryDeletionAgent', 'pid': 1619, 'username': 'geetahade'} 
{'name': 'XProtect', 'pid': 1623, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 1626, 'username': 'geetahade'} 
{'name': 'XprotectService', 'pid': 1627, 'username': 'root'} 
{'name': 'com.apple.mlhost.TelemetryWorker', 'pid': 1628, 'username': 'geetahade'} 
{'name': 'ospredictiond', 'pid': 1659, 'username': 'root'} 
{'name': 'AssetCacheManage', 'pid': 1682, 'username': 'root'} 
{'name': 'AssetCache', 'pid': 1685, 'username': '_assetcache'} 
{'name': 'distnoted', 'pid': 1686, 'username': '_assetcache'} 
{'name': 'com.apple.ifdrea', 'pid': 1697, 'username': 'root'} 
{'name': 'userfsd', 'pid': 1702, 'username': 'root'} 
{'name': 'UVFSService', 'pid': 1703, 'username': 'root'} 
{'name': 'userfs_helper', 'pid': 1704, 'username': 'root'} 
{'name': 'fskitd', 'pid': 1706, 'username': 'root'} 
{'name': 'DockHelper', 'pid': 1721, 'username': 'geetahade'} 
{'name': 'QuickTime Player', 'pid': 1722, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 1723, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1724, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1725, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1726, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1758, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1801, 'username': 'geetahade'} 
{'name': 'Code Helper (Renderer)', 'pid': 1802, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1803, 'username': 'geetahade'} 
{'name': 'Code Helper (Plugin)', 'pid': 1804, 'username': 'geetahade'} 
{'name': 'UserNotificationCenter', 'pid': 1819, 'username': 'geetahade'} 
{'name': 'pet', 'pid': 1823, 'username': 'geetahade'} 
{'name': 'Code Helper (Plugin)', 'pid': 1827, 'username': 'geetahade'} 
{'name': 'zsh', 'pid': 1828, 'username': 'geetahade'} 
{'name': 'mediaanalysisd', 'pid': 1875, 'username': 'geetahade'} 
{'name': 'translationd', 'pid': 1876, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1877, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1878, 'username': 'geetahade'} 
{'name': 'OSDUIHelper', 'pid': 1881, 'username': 'geetahade'} 
{'name': 'login', 'pid': 1922, 'username': 'geetahade'} 
{'name': 'zsh', 'pid': 1923, 'username': 'geetahade'} 
{'name': 'PrintUITool', 'pid': 1985, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1987, 'username': 'geetahade'} 
{'name': 'ThumbnailExtension_macOS', 'pid': 1995, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 1997, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 1998, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 2058, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 2076, 'username': 'geetahade'} 
{'name': 'python3.12', 'pid': 2164, 'username': 'geetahade'} 
{'name': 'python3.12', 'pid': 2184, 'username': 'geetahade'} 
----------------------------------------------------------------------
----------------------------------------------------------------------
Process log
Log file created at : Sun Nov 17 17:50:29 2024
----------------------------------------------------------------------
{'name': 'kernel_task', 'pid': 0, 'username': 'root'} 
{'name': 'launchd', 'pid': 1, 'username': 'root'} 
{'name': 'logd', 'pid': 85, 'username': 'root'} 
{'name': 'smd', 'pid': 86, 'username': 'root'} 
{'name': 'UserEventAgent', 'pid': 87, 'username': 'root'} 
{'name': 'uninstalld', 'pid': 89, 'username': 'root'} 
{'name': 'fseventsd', 'pid': 90, 'username': 'root'} 
{'name': 'mediaremoted', 'pid': 91, 'username': 'root'} 
{'name': 'systemstats', 'pid': 94, 'username': 'root'} 
{'name': 'configd', 'pid': 97, 'username': 'root'} 
{'name': 'endpointsecurity', 'pid': 98, 'username': 'root'} 
{'name': 'powerd', 'pid': 99, 'username': 'root'} 
{'name': 'IOMFB_bics_daemo', 'pid': 100, 'username': 'root'} 
{'name': 'biomed', 'pid': 101, 'username': '_biome'} 
{'name': 'amfid', 'pid': 103, 'username': 'root'} 
{'name': 'remoted', 'pid': 105, 'username': 'root'} 
{'name': 'keybagd', 'pid': 107, 'username': 'root'} 
{'name': 'softwareupdated', 'pid': 108, 'username': '_softwareupdate'} 
{'name': 'watchdogd', 'pid': 110, 'username': 'root'} 
{'name': 'mds', 'pid': 114, 'username': 'root'} 
{'name': 'iconservicesd', 'pid': 115, 'username': '_iconservices'} 
{'name': 'kernelmanagerd', 'pid': 116, 'username': 'root'} 
{'name': 'diskarbitrationd', 'pid': 117, 'username': 'root'} 
{'name': 'coreduetd', 'pid': 120, 'username': 'root'} 
{'name': 'syslogd', 'pid': 121, 'username': 'root'} 
{'name': 'thermalmonitord', 'pid': 124, 'username': 'root'} 
{'name': 'opendirectoryd', 'pid': 125, 'username': 'root'} 
{'name': 'apsd', 'pid': 126, 'username': 'root'} 
{'name': 'launchservicesd', 'pid': 127, 'username': 'root'} 
{'name': 'timed', 'pid': 128, 'username': '_timed'} 
{'name': 'usbmuxd', 'pid': 129, 'username': '_usbmuxd'} 
{'name': 'securityd', 'pid': 130, 'username': 'root'} 
{'name': 'locationd', 'pid': 132, 'username': '_locationd'} 
{'name': 'autofsd', 'pid': 134, 'username': 'root'} 
{'name': 'dasd', 'pid': 135, 'username': 'root'} 
{'name': 'kdc', 'pid': 136, 'username': 'root'} 
{'name': 'distnoted', 'pid': 138, 'username': '_distnote'} 
{'name': 'AppleCredentialM', 'pid': 139, 'username': 'root'} 
{'name': 'PerfPowerService', 'pid': 140, 'username': 'root'} 
{'name': 'dirhelper', 'pid': 141, 'username': 'root'} 
{'name': 'logind', 'pid': 142, 'username': 'root'} 
{'name': 'revisiond', 'pid': 143, 'username': 'root'} 
{'name': 'KernelEventAgent', 'pid': 144, 'username': 'root'} 
{'name': 'usermanagerd', 'pid': 145, 'username': 'root'} 
{'name': 'notifyd', 'pid': 148, 'username': 'root'} 
{'name': 'sandboxd', 'pid': 149, 'username': 'root'} 
{'name': 'corebrightnessd', 'pid': 150, 'username': 'root'} 
{'name': 'AirPlayXPCHelper', 'pid': 151, 'username': 'root'} 
{'name': 'com.apple.cmio.r', 'pid': 152, 'username': 'root'} 
{'name': 'WindowServer', 'pid': 153, 'username': 'root'} 
{'name': 'cfprefsd', 'pid': 154, 'username': 'root'} 
{'name': 'tccd', 'pid': 155, 'username': 'root'} 
{'name': 'aslmanager', 'pid': 156, 'username': 'root'} 
{'name': 'loginwindow', 'pid': 157, 'username': 'root'} 
{'name': 'runningboardd', 'pid': 158, 'username': 'root'} 
{'name': 'lsd', 'pid': 159, 'username': 'root'} 
{'name': 'contextstored', 'pid': 162, 'username': 'root'} 
{'name': 'coreservicesd', 'pid': 164, 'username': 'root'} 
{'name': 'airportd', 'pid': 169, 'username': 'root'} 
{'name': 'analyticsd', 'pid': 187, 'username': '_analyticsd'} 
{'name': 'coreaudiod', 'pid': 188, 'username': '_coreaudiod'} 
{'name': 'backupd-helper', 'pid': 190, 'username': 'root'} 
{'name': 'PowerUIAgent', 'pid': 191, 'username': 'root'} 
{'name': 'mDNSResponder', 'pid': 197, 'username': '_mdnsresponder'} 
{'name': 'trustd', 'pid': 198, 'username': '_trustd'} 
{'name': 'systemstatusd', 'pid': 204, 'username': 'root'} 
{'name': 'csnameddatad', 'pid': 205, 'username': 'root'} 
{'name': 'apfsd', 'pid': 207, 'username': 'root'} 
{'name': 'nsurlsessiond', 'pid': 208, 'username': '_nsurlsessiond'} 
{'name': 'nehelper', 'pid': 209, 'username': 'root'} 
{'name': 'usbd', 'pid': 210, 'username': 'root'} 
{'name': 'biometrickitd', 'pid': 211, 'username': 'root'} 
{'name': 'trustdFileHelper', 'pid': 212, 'username': 'root'} 
{'name': 'hidd', 'pid': 214, 'username': '_hidd'} 
{'name': 'distnoted', 'pid': 215, 'username': 'root'} 
